G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena
8,2011-12-03,2012,REG,Rutgers,Louisiana State,SEC,50,55,False,,4,4,L 1,Louis Brown Athletic Center
9,2011-12-07,2012,REG,Rutgers,Princeton,Ivy,57,59,False,,4,5,L 2,Louis Brown Athletic Center
10,2011-12-12,2012,REG,Rutgers,Monmouth,NEC,81,66,True,,5,5,W 1,Louis Brown Athletic Center
11,2011-12-17,2012,REG,Rutgers,Stony Brook,AEC,67,58,True,,6,5,W 2,Pritchard Gymnasium
12,2011-12-22,2012,REG,Rutgers,NJIT,GWC,77,53,True,,7,5,W 3,Louis Brown Athletic Center
13,2011-12-29,2012,REG,Rutgers,Florida,SEC,85,83,True,2OT,8,5,W 4,Louis Brown Athletic Center
14,2012-01-01,2012,REG,Rutgers,South Florida,Big East,65,67,False,,8,6,L 1,Sun Dome
15,2012-01-04,2012,REG,Rutgers,West Virginia,Big East,64,85,False,,8,7,L 2,Louis Brown Athletic Center
16,2012-01-07,2012,REG,Rutgers,Connecticut,Big East,67,60,True,,9,7,W 1,Louis Brown Athletic Center
17,2012-01-11,2012,REG,Rutgers,Pittsburgh,Big East,62,39,True,,10,7,W 2,Petersen Events Center
18,2012-01-14,2012,REG,Rutgers,West Virginia,Big East,60,84,False,,10,8,L 1,WVU Coliseum
19,2012-01-16,2012,REG,Rutgers,Notre Dame,Big East,65,58,True,,11,8,W 1,Louis Brown Athletic Center
20,2012-01-21,2012,REG,Rutgers,Georgetown,Big East,50,52,False,,11,9,L 1,Verizon Center
21,2012-01-25,2012,REG,Rutgers,DePaul,Big East,64,69,False,,11,10,L 2,Louis Brown Athletic Center
22,2012-01-28,2012,REG,Rutgers,Cincinnati,Big East,61,54,True,,12,10,W 1,Louis Brown Athletic Center
23,2012-02-01,2012,REG,Rutgers,Providence,Big East,67,78,False,,12,11,L 1,Dunkin' Donuts Center
24,2012-02-04,2012,REG,Rutgers,Louisville,Big East,66,78,False,,12,12,L 2,KFC Yum! Center
25,2012-02-08,2012,REG,Rutgers,Seton Hall,Big East,54,59,False,,12,13,L 3,Louis Brown Athletic Center
26,2012-02-15,2012,REG,Rutgers,Notre Dame,Big East,53,71,False,,12,14,L 4,Purcell Pavilion at the Joyce Center
27,2012-02-19,2012,REG,Rutgers,Syracuse,Big East,64,74,False,,12,15,L 5,Louis Brown Athletic Center
28,2012-02-22,2012,REG,Rutgers,Marquette,Big East,65,82,False,,12,16,L 6,Bradley Center
29,2012-02-25,2012,REG,Rutgers,Seton Hall,Big East,77,72,True,OT,13,16,W 1,Prudential Center
30,2012-03-01,2012,REG,Rutgers,Villanova,Big East,71,77,False,,13,17,L 1,Louis Brown Athletic Center
31,2012-03-03,2012,REG,Rutgers,St. John's (NY),Big East,61,58,True,,14,17,W 1,Louis Brown Athletic Center
32,2012-03-06,2012,CTOURN,Rutgers,Villanova,Big East,49,70,False,,14,18,L 1,Madison Square Garden (IV)
1,2012-11-09,2013,REG,Rutgers,Saint Peter's,MAAC,52,56,False,,0,1,L 1,Louis Brown Athletic Center
2,2012-11-12,2013,REG,Rutgers,Sacred Heart,NEC,88,62,True,,1,1,W 1,Louis Brown Athletic Center
3,2012-11-16,2013,REG,Rutgers,Princeton,Ivy,58,52,True,,2,1,W 2,Jadwin Gymnasium
4,2012-11-20,2013,REG,Rutgers,Boston University,AEC,81,79,True,,3,1,W 3,Louis Brown Athletic Center
5,2012-11-25,2013,REG,Rutgers,North Carolina-Greensboro,Southern,87,80,True,,4,1,W 4,Fleming Gymnasium
6,2012-12-01,2013,REG,Rutgers,Mississippi,SEC,67,80,False,,4,2,L 1,C.M. Tad Smith Coliseum
7,2012-12-08,2013,REG,Rutgers,Iona,MAAC,81,73,True,,5,2,W 1,Madison Square Garden (IV)
8,2012-12-11,2013,REG,Rutgers,George Washington,A-10,68,65,True,,6,2,W 2,Louis Brown Athletic Center
9,2012-12-16,2013,REG,Rutgers,Alabama-Birmingham,CUSA,88,79,True,,7,2,W 3,Louis Brown Athletic Center
10,2012-12-21,2013,REG,Rutgers,Howard,MEAC,79,55,True,,8,2,W 4,Louis Brown Athletic Center
11,2012-12-28,2013,REG,Rutgers,Rider,MAAC,68,56,True,,9,2,W 5,Louis Brown Athletic Center
12,2013-01-02,2013,REG,Rutgers,Syracuse,Big East,53,78,False,,9,3,L 1,Carrier Dome
13,2013-01-05,2013,REG,Rutgers,Pittsburgh,Big East,67,62,True,,10,3,W 1,Louis Brown Athletic Center
14,2013-01-09,2013,REG,Rutgers,St. John's (NY),Big East,58,56,True,,11,3,W 2,Madison Square Garden (IV)
15,2013-01-12,2013,REG,Rutgers,Cincinnati,Big East,58,68,False,,11,4,L 1,Louis Brown Athletic Center
16,2013-01-17,2013,REG,Rutgers,South Florida,Big East,70,67,True,,12,4,W 1,Louis Brown Athletic Center
17,2013-01-19,2013,REG,Rutgers,Notre Dame,Big East,66,69,False,,12,5,L 1,Purcell Pavilion at the Joyce Center
18,2013-01-23,2013,REG,Rutgers,St. John's (NY),Big East,60,72,False,,12,6,L 2,Louis Brown Athletic Center
19,2013-01-27,2013,REG,Rutgers,Connecticut,Big East,54,66,False,,12,7,L 3,XL Center
20,2013-01-30,2013,REG,Rutgers,Cincinnati,Big East,54,62,False,,12,8,L 4,Fifth Third Arena
21,2013-02-06,2013,REG,Rutgers,Louisville,Big East,48,68,False,,12,9,L 5,Louis Brown Athletic Center
22,2013-02-09,2013,REG,Rutgers,Georgetown,Big East,63,69,False,,12,10,L 6,Louis Brown Athletic Center
23,2013-02-12,2013,REG,Rutgers,Seton Hall,Big East,57,55,True,,13,10,W 1,Louis Brown Athletic Center
24,2013-02-16,2013,REG,Rutgers,DePaul,Big East,69,75,False,,13,11,L 1,Allstate Arena
25,2013-02-18,2013,REG,Rutgers,Villanova,Big East,63,71,False,,13,12,L 2,Wells Fargo Center
26,2013-02-23,2013,REG,Rutgers,Providence,Big East,72,76,False,,13,13,L 3,Louis Brown Athletic Center
27,2013-03-02,2013,REG,Rutgers,Georgetown,Big East,51,64,False,,13,14,L 4,Verizon Center
28,2013-03-05,2013,REG,Rutgers,Marquette,Big East,54,60,False,,13,15,L 5,Louis Brown Athletic Center
29,2013-03-08,2013,REG,Rutgers,Seton Hall,Big East,56,51,True,,14,15,W 1,Prudential Center
30,2013-03-12,2013,CTOURN,Rutgers,DePaul,Big East,76,57,True,,15,15,W 2,Madison Square Garden (IV)
31,2013-03-13,2013,CTOURN,Rutgers,Notre Dame,Big East,61,69,False,,15,16,L 1,
1,2013-11-08,2014,REG,Rutgers,Florida A&M,MEAC,92,84,True,,1,0,W 1,Louis Brown Athletic Center
2,2013-11-11,2014,REG,Rutgers,Alabama-Birmingham,CUSA,76,79,False,,1,1,L 1,Bartow Arena
3,2013-11-14,2014,REG,Rutgers,Yale,Ivy,72,71,True,,2,1,W 1,Louis Brown Athletic Center
4,2013-11-18,2014,REG,Rutgers,Canisius,MAAC,66,51,True,,3,1,W 2,Louis Brown Athletic Center
5,2013-11-19,2014,REG,Rutgers,Drexel,CAA,59,70,False,,3,2,L 1,Louis Brown Athletic Center
6,2013-11-23,2014,REG,Rutgers,William & Mary,CAA,62,72,False,,3,3,L 2,Louis Brown Athletic Center
7,2013-11-25,2014,REG,Rutgers,Stillman,,116,89,True,,4,3,W 1,Louis Brown Athletic Center
8,2013-11-26,2014,REG,Rutgers,Fairleigh Dickinson,NEC,72,73,False,,4,4,L 1,Louis Brown Athletic Center
9,2013-12-04,2014,REG,Rutgers,George Washington,A-10,87,93,False,,4,5,L 2,Charles E. Smith Center
10,2013-12-08,2014,REG,Rutgers,Seton Hall,Big East,71,77,False,,4,6,L 3,Louis Brown Athletic Center
11,2013-12-11,2014,REG,Rutgers,Princeton,Ivy,73,78,False,,4,7,L 4,Louis Brown Athletic Center
12,2013-12-14,2014,REG,Rutgers,North Carolina-Greensboro,Southern,89,72,True,,5,7,W 1,Louis Brown Athletic Center
13,2013-12-22,2014,REG,Rutgers,Army,Patriot,75,72,True,,6,7,W 2,Louis Brown Athletic Center
14,2014-01-01,2014,REG,Rutgers,Temple,AAC,71,66,True,,7,7,W 3,Louis Brown Athletic Center
15,2014-01-04,2014,REG,Rutgers,Louisville,AAC,76,83,False,,7,8,L 1,Louis Brown Athletic Center
16,2014-01-11,2014,REG,Rutgers,Cincinnati,AAC,51,71,False,,7,9,L 2,Fifth Third Arena
17,2014-01-15,2014,REG,Rutgers,Central Florida,AAC,85,75,True,,8,9,W 1,Louis Brown Athletic Center
18,2014-01-19,2014,REG,Rutgers,Houston,AAC,55,77,False,,8,10,L 1,Hofheinz Pavilion
19,2014-01-21,2014,REG,Rutgers,Southern Methodist,AAC,56,70,False,,8,11,L 2,Moody Coliseum
20,2014-01-25,2014,REG,Rutgers,Connecticut,AAC,71,82,False,,8,12,L 3,Louis Brown Athletic Center
21,2014-01-29,2014,REG,Rutgers,Temple,AAC,82,88,False,,8,13,L 4,Liacouras Center
22,2014-02-01,2014,REG,Rutgers,Houston,AAC,93,70,True,,9,13,W 1,Louis Brown Athletic Center
23,2014-02-04,2014,REG,Rutgers,Memphis,AAC,69,101,False,,9,14,L 1,FedExForum
24,2014-02-08,2014,REG,Rutgers,South Florida,AAC,79,69,True,,10,14,W 1,Sun Dome
25,2014-02-14,2014,REG,Rutgers,Southern Methodist,AAC,65,77,False,,10,15,L 1,Louis Brown Athletic Center
26,2014-02-16,2014,REG,Rutgers,Louisville,AAC,54,102,False,,10,16,L 2,KFC Yum! Center
27,2014-02-20,2014,REG,Rutgers,Memphis,AAC,59,64,False,,10,17,L 3,Louis Brown Athletic Center
28,2014-02-26,2014,REG,Rutgers,Central Florida,AAC,65,67,False,,10,18,L 4,New UCF Arena
29,2014-03-01,2014,REG,Rutgers,South Florida,AAC,74,73,True,,11,18,W 1,Louis Brown Athletic Center
30,2014-03-05,2014,REG,Rutgers,Connecticut,AAC,63,69,False,,11,19,L 1,Harry A. Gampel Pavilion
31,2014-03-08,2014,REG,Rutgers,Cincinnati,AAC,66,70,False,,11,20,L 2,Louis Brown Athletic Center
32,2014-03-12,2014,CTOURN,Rutgers,South Florida,AAC,72,68,True,,12,20,W 1,FedExForum
33,2014-03-13,2014,CTOURN,Rutgers,Louisville,AAC,31,92,False,,12,21,L 1,FedExForum
1,2014-11-16,2015,REG,Rutgers,George Washington,A-10,53,70,False,,0,1,L 1,Louis Brown Athletic Center
2,2014-11-19,2015,REG,Rutgers,Fairleigh Dickinson,NEC,61,44,True,,1,1,W 1,Louis Brown Athletic Center
3,2014-11-23,2015,REG,Rutgers,St. Francis (NY),NEC,76,73,True,,2,1,W 2,Louis Brown Athletic Center
4,2014-11-25,2015,REG,Rutgers,Saint Peter's,MAAC,50,68,False,,2,2,L 1,Louis Brown Athletic Center
5,2014-11-28,2015,REG,Rutgers,Vanderbilt,SEC,68,65,True,,3,2,W 1,Barclays Center
6,2014-11-29,2015,REG,Rutgers,Virginia,ACC,26,45,False,,3,3,L 1,Barclays Center
7,2014-12-01,2015,REG,Rutgers,Clemson,ACC,69,64,True,,4,3,W 1,Littlejohn Coliseum
8,2014-12-06,2015,REG,Rutgers,Seton Hall,Big East,54,81,False,,4,4,L 1,Prudential Center
9,2014-12-09,2015,REG,Rutgers,New Hampshire,AEC,60,56,True,,5,4,W 1,Louis Brown Athletic Center
10,2014-12-14,2015,REG,Rutgers,Manhattan,MAAC,63,55,True,,6,4,W 2,Madison Square Garden (IV)
11,2014-12-20,2015,REG,Rutgers,Saint Francis (PA),NEC,68,73,False,,6,5,L 1,Louis Brown Athletic Center
12,2014-12-23,2015,REG,Rutgers,Sacred Heart,NEC,79,54,True,,7,5,W 1,Louis Brown Athletic Center
13,2014-12-28,2015,REG,Rutgers,Monmouth,MAAC,59,58,True,,8,5,W 2,Multipurpose Activity Center
14,2014-12-30,2015,REG,Rutgers,Northwestern,Big Ten,47,51,False,,8,6,L 1,Louis Brown Athletic Center
15,2015-01-03,2015,REG,Rutgers,Penn State,Big Ten,50,46,True,,9,6,W 1,Louis Brown Athletic Center
16,2015-01-08,2015,REG,Rutgers,Nebraska,Big Ten,49,65,False,,9,7,L 1,Pinnacle Bank Arena
17,2015-01-11,2015,REG,Rutgers,Wisconsin,Big Ten,67,62,True,,10,7,W 1,Louis Brown Athletic Center
18,2015-01-14,2015,REG,Rutgers,Maryland,Big Ten,65,73,False,,10,8,L 1,Xfinity Center
19,2015-01-17,2015,REG,Rutgers,Minnesota,Big Ten,80,89,False,,10,9,L 2,Williams Arena
20,2015-01-20,2015,REG,Rutgers,Michigan,Big Ten,50,54,False,,10,10,L 3,Louis Brown Athletic Center
21,2015-01-24,2015,REG,Rutgers,Penn State,Big Ten,51,79,False,,10,11,L 4,Bryce Jordan Center
22,2015-01-29,2015,REG,Rutgers,Michigan State,Big Ten,51,71,False,,10,12,L 5,Louis Brown Athletic Center
23,2015-01-31,2015,REG,Rutgers,Indiana,Big Ten,64,72,False,,10,13,L 6,Assembly Hall
24,2015-02-03,2015,REG,Rutgers,Illinois,Big Ten,54,66,False,,10,14,L 7,State Farm Center
25,2015-02-08,2015,REG,Rutgers,Ohio State,Big Ten,60,79,False,,10,15,L 8,Louis Brown Athletic Center
26,2015-02-12,2015,REG,Rutgers,Purdue,Big Ten,51,61,False,,10,16,L 9,Louis Brown Athletic Center
27,2015-02-19,2015,REG,Rutgers,Iowa,Big Ten,47,81,False,,10,17,L 10,Carver-Hawkeye Arena
28,2015-02-22,2015,REG,Rutgers,Indiana,Big Ten,54,84,False,,10,18,L 11,Louis Brown Athletic Center
29,2015-02-26,2015,REG,Rutgers,Purdue,Big Ten,85,92,False,,10,19,L 12,Mackey Arena
30,2015-03-03,2015,REG,Rutgers,Maryland,Big Ten,50,60,False,,10,20,L 13,Louis Brown Athletic Center
31,2015-03-07,2015,REG,Rutgers,Michigan,Big Ten,69,79,False,,10,21,L 14,Crisler Arena
32,2015-03-11,2015,CTOURN,Rutgers,Minnesota,Big Ten,68,80,False,,10,22,L 15,United Center
1,2015-11-13,2016,REG,Rutgers,Rutgers-Newark,,72,59,True,,1,0,W 1,Louis Brown Athletic Center
2,2015-11-15,2016,REG,Rutgers,Howard,MEAC,82,70,True,,2,0,W 2,Louis Brown Athletic Center
3,2015-11-19,2016,REG,Rutgers,St. John's (NY),Big East,59,61,False,,2,1,L 1,Carnesecca Arena
4,2015-11-21,2016,REG,Rutgers,Central Arkansas,Southland,87,84,True,,3,1,W 1,Louis Brown Athletic Center
5,2015-11-23,2016,REG,Rutgers,Creighton,Big East,75,85,False,,3,2,L 1,MGM Grand Garden Arena
6,2015-11-25,2016,REG,Rutgers,Clemson,ACC,58,76,False,,3,3,L 2,MGM Grand Garden Arena
7,2015-11-30,2016,REG,Rutgers,Wake Forest,ACC,68,69,False,,3,4,L 3,Louis Brown Athletic Center
8,2015-12-05,2016,REG,Rutgers,Seton Hall,Big East,55,84,False,,3,5,L 4,Louis Brown Athletic Center
9,2015-12-08,2016,REG,Rutgers,Central Connecticut State,NEC,75,59,True,,4,5,W 1,Louis Brown Athletic Center
10,2015-12-12,2016,REG,Rutgers,George Washington,A-10,49,83,False,,4,6,L 1,Charles E. Smith Center
11,2015-12-20,2016,REG,Rutgers,Monmouth,MAAC,67,73,False,,4,7,L 2,Louis Brown Athletic Center
12,2015-12-23,2016,REG,Rutgers,Fairleigh Dickinson,NEC,72,64,True,,5,7,W 1,Louis Brown Athletic Center
13,2015-12-28,2016,REG,Rutgers,Massachusetts-Lowell,AEC,89,66,True,,6,7,W 2,Louis Brown Athletic Center
14,2015-12-30,2016,REG,Rutgers,Indiana,Big Ten,72,79,False,,6,8,L 1,Louis Brown Athletic Center
15,2016-01-02,2016,REG,Rutgers,Wisconsin,Big Ten,57,79,False,,6,9,L 2,Kohl Center
16,2016-01-06,2016,REG,Rutgers,Maryland,Big Ten,63,88,False,,6,10,L 3,Xfinity Center
17,2016-01-09,2016,REG,Rutgers,Nebraska,Big Ten,56,90,False,,6,11,L 4,Louis Brown Athletic Center
18,2016-01-13,2016,REG,Rutgers,Ohio State,Big Ten,68,94,False,,6,12,L 5,Value City Arena
19,2016-01-18,2016,REG,Rutgers,Purdue,Big Ten,57,107,False,,6,13,L 6,Louis Brown Athletic Center
20,2016-01-21,2016,REG,Rutgers,Iowa,Big Ten,76,90,False,,6,14,L 7,Louis Brown Athletic Center
21,2016-01-27,2016,REG,Rutgers,Michigan,Big Ten,57,68,False,,6,15,L 8,Crisler Arena
22,2016-01-31,2016,REG,Rutgers,Michigan State,Big Ten,62,96,False,,6,16,L 9,Breslin Events Center
23,2016-02-03,2016,REG,Rutgers,Illinois,Big Ten,101,110,False,3OT,6,17,L 10,Louis Brown Athletic Center
24,2016-02-06,2016,REG,Rutgers,Nebraska,Big Ten,63,87,False,,6,18,L 11,Pinnacle Bank Arena
25,2016-02-13,2016,REG,Rutgers,Ohio State,Big Ten,69,79,False,,6,19,L 12,Louis Brown Athletic Center
26,2016-02-16,2016,REG,Rutgers,Illinois,Big Ten,66,82,False,,6,20,L 13,State Farm Center
27,2016-02-20,2016,REG,Rutgers,Penn State,Big Ten,58,70,False,,6,21,L 14,Louis Brown Athletic Center
28,2016-02-23,2016,REG,Rutgers,Minnesota,Big Ten,61,83,False,,6,22,L 15,Williams Arena
29,2016-02-27,2016,REG,Rutgers,Northwestern,Big Ten,59,98,False,,6,23,L 16,Welsh-Ryan Arena
30,2016-03-02,2016,REG,Rutgers,Michigan State,Big Ten,66,97,False,,6,24,L 17,Louis Brown Athletic Center
31,2016-03-05,2016,REG,Rutgers,Minnesota,Big Ten,75,52,True,,7,24,W 1,Louis Brown Athletic Center
32,2016-03-09,2016,CTOURN,Rutgers,Nebraska,Big Ten,72,89,False,,7,25,L 1,Bankers Life Fieldhouse
1,2016-11-11,2017,REG,Rutgers,Molloy,,86,57,True,,1,0,W 1,Louis Brown Athletic Center
2,2016-11-13,2017,REG,Rutgers,Drexel,CAA,87,66,True,,2,0,W 2,Louis Brown Athletic Center
3,2016-11-17,2017,REG,Rutgers,DePaul,Big East,66,59,True,,3,0,W 3,Allstate Arena
4,2016-11-20,2017,REG,Rutgers,Niagara,MAAC,78,65,True,,4,0,W 4,Louis Brown Athletic Center
5,2016-11-23,2017,REG,Rutgers,North Texas,CUSA,66,53,True,,5,0,W 5,Louis Brown Athletic Center
6,2016-11-25,2017,REG,Rutgers,Hartford,AEC,77,75,True,,6,0,W 6,Louis Brown Athletic Center
7,2016-11-30,2017,REG,Rutgers,Miami (FL),ACC,61,73,False,,6,1,L 1,Watsco Center
8,2016-12-03,2017,REG,Rutgers,Morgan State,MEAC,72,58,True,,7,1,W 1,Louis Brown Athletic Center
9,2016-12-06,2017,REG,Rutgers,Central Connecticut State,NEC,79,37,True,,8,1,W 2,Louis Brown Athletic Center
10,2016-12-10,2017,REG,Rutgers,Stony Brook,AEC,71,66,True,,9,1,W 3,Island Federal Credit Union
11,2016-12-14,2017,REG,Rutgers,Fairleigh Dickinson,NEC,82,69,True,,10,1,W 4,Louis Brown Athletic Center
12,2016-12-18,2017,REG,Rutgers,Fordham,A-10,68,53,True,,11,1,W 5,Madison Square Garden (IV)
13,2016-12-23,2017,REG,Rutgers,Seton Hall,Big East,61,72,False,,11,2,L 1,Prudential Center
14,2016-12-27,2017,REG,Rutgers,Wisconsin,Big Ten,52,72,False,,11,3,L 2,Kohl Center
15,2017-01-01,2017,REG,Rutgers,Penn State,Big Ten,47,60,False,,11,4,L 3,Louis Brown Athletic Center
16,2017-01-04,2017,REG,Rutgers,Michigan State,Big Ten,65,93,False,,11,5,L 4,Breslin Events Center
17,2017-01-08,2017,REG,Rutgers,Iowa,Big Ten,62,68,False,,11,6,L 5,Carver-Hawkeye Arena
18,2017-01-12,2017,REG,Rutgers,Northwestern,Big Ten,60,69,False,,11,7,L 6,Louis Brown Athletic Center
19,2017-01-15,2017,REG,Rutgers,Indiana,Big Ten,57,76,False,,11,8,L 7,Assembly Hall
20,2017-01-21,2017,REG,Rutgers,Nebraska,Big Ten,65,64,True,,12,8,W 1,Louis Brown Athletic Center
21,2017-01-24,2017,REG,Rutgers,Maryland,Big Ten,55,67,False,,12,9,L 1,Xfinity Center
22,2017-01-28,2017,REG,Rutgers,Wisconsin,Big Ten,54,61,False,OT,12,10,L 2,Madison Square Garden (IV)
23,2017-01-31,2017,REG,Rutgers,Iowa,Big Ten,63,83,False,,12,11,L 3,Louis Brown Athletic Center
24,2017-02-04,2017,REG,Rutgers,Penn State,Big Ten,70,68,True,,13,11,W 1,Bryce Jordan Center
25,2017-02-08,2017,REG,Rutgers,Ohio State,Big Ten,64,70,False,,13,12,L 1,Value City Arena
26,2017-02-11,2017,REG,Rutgers,Minnesota,Big Ten,63,72,False,,13,13,L 2,Louis Brown Athletic Center
27,2017-02-14,2017,REG,Rutgers,Purdue,Big Ten,55,74,False,,13,14,L 3,Mackey Arena
28,2017-02-18,2017,REG,Rutgers,Northwestern,Big Ten,65,69,False,,13,15,L 4,Welsh-Ryan Arena
29,2017-02-22,2017,REG,Rutgers,Michigan,Big Ten,64,68,False,,13,16,L 5,Louis Brown Athletic Center
30,2017-02-28,2017,REG,Rutgers,Maryland,Big Ten,59,79,False,,13,17,L 6,Louis Brown Athletic Center
31,2017-03-04,2017,REG,Rutgers,Illinois,Big Ten,62,59,True,,14,17,W 1,Louis Brown Athletic Center
32,2017-03-08,2017,CTOURN,Rutgers,Ohio State,Big Ten,66,57,True,,15,17,W 2,Verizon Center
33,2017-03-09,2017,CTOURN,Rutgers,Northwestern,Big Ten,61,83,False,,15,18,L 1,Verizon Center
1,2017-11-10,2018,REG,Rutgers,City College of New York,,94,38,True,,1,0,W 1,Louis Brown Athletic Center
2,2017-11-12,2018,REG,Rutgers,Central Connecticut State,NEC,71,67,True,,2,0,W 2,Louis Brown Athletic Center
3,2017-11-14,2018,REG,Rutgers,Cleveland State,Horizon,70,38,True,,3,0,W 3,Louis Brown Athletic Center
4,2017-11-19,2018,REG,Rutgers,Coppin State,MEAC,64,39,True,,4,0,W 4,Louis Brown Athletic Center
5,2017-11-21,2018,REG,Rutgers,Bryant,NEC,83,54,True,,5,0,W 5,Louis Brown Athletic Center
6,2017-11-24,2018,REG,Rutgers,East Carolina,AAC,61,47,True,,6,0,W 6,Louis Brown Athletic Center
7,2017-11-28,2018,REG,Rutgers,Florida State,ACC,73,78,False,,6,1,L 1,Louis Brown Athletic Center
8,2017-12-03,2018,REG,Rutgers,Minnesota,Big Ten,67,89,False,,6,2,L 2,Williams Arena
9,2017-12-05,2018,REG,Rutgers,Michigan State,Big Ten,52,62,False,,6,3,L 3,Louis Brown Athletic Center
10,2017-12-07,2018,REG,Rutgers,NJIT,A-Sun,73,64,True,,7,3,W 1,Louis Brown Athletic Center
11,2017-12-09,2018,REG,Rutgers,Fairleigh Dickinson,NEC,92,54,True,,8,3,W 2,Louis Brown Athletic Center
12,2017-12-12,2018,REG,Rutgers,Fordham,A-10,75,63,True,,9,3,W 3,Louis Brown Athletic Center
13,2017-12-16,2018,REG,Rutgers,Seton Hall,Big East,71,65,True,,10,3,W 4,Louis Brown Athletic Center
14,2017-12-22,2018,REG,Rutgers,Stony Brook,AEC,73,75,False,OT,10,4,L 1,Louis Brown Athletic Center
15,2017-12-28,2018,REG,Rutgers,Hartford,AEC,58,60,False,,10,5,L 2,Louis Brown Athletic Center
16,2018-01-03,2018,REG,Rutgers,Purdue,Big Ten,51,82,False,,10,6,L 3,Mackey Arena
17,2018-01-05,2018,REG,Rutgers,Wisconsin,Big Ten,64,60,True,,11,6,W 1,Louis Brown Athletic Center
18,2018-01-10,2018,REG,Rutgers,Michigan State,Big Ten,72,76,False,OT,11,7,L 1,Breslin Events Center
19,2018-01-14,2018,REG,Rutgers,Ohio State,Big Ten,46,68,False,,11,8,L 2,Louis Brown Athletic Center
20,2018-01-17,2018,REG,Rutgers,Iowa,Big Ten,80,64,True,,12,8,W 1,Louis Brown Athletic Center
21,2018-01-21,2018,REG,Rutgers,Michigan,Big Ten,47,62,False,,12,9,L 1,Crisler Arena
22,2018-01-24,2018,REG,Rutgers,Nebraska,Big Ten,54,60,False,,12,10,L 2,Louis Brown Athletic Center
23,2018-01-27,2018,REG,Rutgers,Penn State,Big Ten,43,60,False,,12,11,L 3,Bryce Jordan Center
24,2018-01-30,2018,REG,Rutgers,Illinois,Big Ten,60,91,False,,12,12,L 4,State Farm Center
25,2018-02-03,2018,REG,Rutgers,Purdue,Big Ten,76,78,False,,12,13,L 5,Louis Brown Athletic Center
26,2018-02-05,2018,REG,Rutgers,Indiana,Big Ten,43,65,False,,12,14,L 6,Louis Brown Athletic Center
27,2018-02-10,2018,REG,Rutgers,Nebraska,Big Ten,55,67,False,,12,15,L 7,Pinnacle Bank Arena
28,2018-02-13,2018,REG,Rutgers,Northwestern,Big Ten,67,58,True,OT,13,15,W 1,Louis Brown Athletic Center
29,2018-02-17,2018,REG,Rutgers,Maryland,Big Ten,51,61,False,,13,16,L 1,Xfinity Center
30,2018-02-20,2018,REG,Rutgers,Ohio State,Big Ten,52,79,False,,13,17,L 2,Value City Arena
31,2018-02-25,2018,REG,Rutgers,Illinois,Big Ten,62,75,False,,13,18,L 3,Louis Brown Athletic Center
32,2018-02-28,2018,CTOURN,Rutgers,Minnesota,Big Ten,65,54,True,,14,18,W 1,Madison Square Garden (IV)
33,2018-03-01,2018,CTOURN,Rutgers,Indiana,Big Ten,76,69,True,,15,18,W 2,Madison Square Garden (IV)
34,2018-03-02,2018,CTOURN,Rutgers,Purdue,Big Ten,75,82,False,,15,19,L 1,Madison Square Garden (IV)
1,2018-11-09,2019,REG,Rutgers,Fairleigh Dickinson,NEC,90,55,True,,1,0,W 1,Louis Brown Athletic Center
2,2018-11-11,2019,REG,Rutgers,Drexel,CAA,95,66,True,,2,0,W 2,Louis Brown Athletic Center
3,2018-11-16,2019,REG,Rutgers,St. John's (NY),Big East,65,84,False,,2,1,L 1,Louis Brown Athletic Center
4,2018-11-19,2019,REG,Rutgers,Eastern Michigan,MAC,63,36,True,,3,1,W 1,Louis Brown Athletic Center
5,2018-11-23,2019,REG,Rutgers,Boston University,Patriot,54,44,True,,4,1,W 2,Louis Brown Athletic Center
6,2018-11-28,2019,REG,Rutgers,Miami (FL),ACC,57,54,True,,5,1,W 3,BankUnited Center
7,2018-11-30,2019,REG,Rutgers,Michigan State,Big Ten,67,78,False,,5,2,L 1,Louis Brown Athletic Center
8,2018-12-03,2019,REG,Rutgers,Wisconsin,Big Ten,64,69,False,,5,3,L 2,Kohl Center
9,2018-12-08,2019,REG,Rutgers,Fordham,A-10,70,78,False,,5,4,L 3,Rose Hill Gym
10,2018-12-15,2019,REG,Rutgers,Seton Hall,Big East,66,72,False,,5,5,L 4,Prudential Center
11,2018-12-22,2019,REG,Rutgers,Columbia,Ivy,68,65,True,OT,6,5,W 1,Louis Brown Athletic Center
12,2018-12-29,2019,REG,Rutgers,Maine,AEC,70,55,True,,7,5,W 2,Louis Brown Athletic Center
13,2019-01-05,2019,REG,Rutgers,Maryland,Big Ten,63,77,False,,7,6,L 1,Louis Brown Athletic Center
14,2019-01-09,2019,REG,Rutgers,Ohio State,Big Ten,64,61,True,,8,6,W 1,Louis Brown Athletic Center
15,2019-01-12,2019,REG,Rutgers,Minnesota,Big Ten,70,88,False,,8,7,L 1,Williams Arena
16,2019-01-15,2019,REG,Rutgers,Purdue,Big Ten,54,89,False,,8,8,L 2,Mackey Arena
17,2019-01-18,2019,REG,Rutgers,Northwestern,Big Ten,57,65,False,,8,9,L 3,Louis Brown Athletic Center
