,Player,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Starter,game_id,TEAM
12,School Totals,200,29,54,.537,23,41,.561,6,13,.462,24,33,.727,11,24,35,16,5,1,9,16,88,False,411,Maryland
12,School Totals,200,28,55,.509,21,40,.525,7,15,.467,18,25,.720,10,18,28,19,7,1,11,18,81,False,412,Maryland
9,School Totals,200,18,52,.346,16,42,.381,2,10,.200,15,17,.882,6,28,34,8,10,7,26,22,53,False,413,Maryland
10,School Totals,200,26,61,.426,23,47,.489,3,14,.214,16,20,.800,14,20,34,13,6,6,11,12,71,False,414,Maryland
12,School Totals,200,35,68,.515,23,45,.511,12,23,.522,10,12,.833,8,25,33,26,9,6,13,14,92,False,415,Maryland
10,School Totals,200,23,61,.377,21,48,.438,2,13,.154,8,11,.727,14,20,34,10,4,6,14,18,56,False,416,Maryland
12,School Totals,200,36,64,.563,32,56,.571,4,8,.500,9,15,.600,12,26,38,22,6,4,13,19,85,False,417,Maryland
10,School Totals,200,25,58,.431,20,45,.444,5,13,.385,12,19,.632,8,28,36,13,5,4,7,14,67,False,418,Maryland
10,School Totals,200,28,65,.431,20,43,.465,8,22,.364,12,17,.706,12,23,35,16,5,2,9,16,76,False,419,Maryland
10,School Totals,200,32,59,.542,24,46,.522,8,13,.615,16,24,.667,8,18,26,20,7,5,10,15,88,False,420,Maryland
10,School Totals,250,37,83,.446,29,61,.475,8,22,.364,22,27,.815,15,25,40,23,10,4,11,24,104,False,421,Maryland
10,School Totals,200,28,56,.500,22,43,.512,6,13,.462,17,19,.895,7,27,34,14,1,5,11,17,79,False,422,Maryland
