,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id,link
4893,26,2012-02-15,2012,REG,Purdue,Illinois,Big Ten,67,62,True,,17,9,W 2,Assembly Hall,2556,https://www.sports-reference.com/cbb/boxscores/2012-02-15-illinois.html
4894,27,2012-02-19,2012,REG,Purdue,Michigan State,Big Ten,62,76,False,,17,10,L 1,Mackey Arena,1259,https://www.sports-reference.com/cbb/boxscores/2012-02-19-purdue.html
4895,28,2012-02-22,2012,REG,Purdue,Nebraska,Big Ten,83,65,True,,18,10,W 1,Mackey Arena,3343,https://www.sports-reference.com/cbb/boxscores/2012-02-22-purdue.html
4896,29,2012-02-25,2012,REG,Purdue,Michigan,Big Ten,75,61,True,,19,10,W 2,Crisler Arena,873,https://www.sports-reference.com/cbb/boxscores/2012-02-25-michigan.html
4897,30,2012-02-29,2012,REG,Purdue,Penn State,Big Ten,80,56,True,,20,10,W 3,Mackey Arena,1947,https://www.sports-reference.com/cbb/boxscores/2012-02-29-purdue.html
4898,31,2012-03-04,2012,REG,Purdue,Indiana,Big Ten,74,85,False,,20,11,L 1,Assembly Hall,93,https://www.sports-reference.com/cbb/boxscores/2012-03-04-indiana.html
4899,32,2012-03-08,2012,CTOURN,Purdue,Nebraska,Big Ten,79,61,True,,21,11,W 1,Conseco Fieldhouse,3344,https://www.sports-reference.com/cbb/boxscores/2012-03-08-nebraska.html
4900,33,2012-03-09,2012,CTOURN,Purdue,Ohio State,Big Ten,71,88,False,,21,12,L 1,,1625,https://www.sports-reference.com/cbb/boxscores/2012-03-09-ohio-state.html
4901,34,2012-03-16,2012,NCAA,Purdue,Saint Mary's (CA),WCC,72,69,True,,22,12,W 1,CenturyLink Center,3727,https://www.sports-reference.com/cbb/boxscores/2012-03-16-purdue.html
4902,35,2012-03-18,2012,NCAA,Purdue,Kansas,Big 12,60,63,False,,22,13,L 1,CenturyLink Center,3728,https://www.sports-reference.com/cbb/boxscores/2012-03-18-kansas.html
4903,1,2012-11-09,2013,REG,Purdue,Bucknell,Patriot,65,70,False,,0,1,L 1,Mackey Arena,3729,https://www.sports-reference.com/cbb/boxscores/2012-11-09-purdue.html
4904,2,2012-11-11,2013,REG,Purdue,Hofstra,CAA,83,54,True,,1,1,W 1,Mackey Arena,3730,https://www.sports-reference.com/cbb/boxscores/2012-11-11-purdue.html
4905,3,2012-11-15,2013,REG,Purdue,Villanova,Big East,81,89,False,OT,1,2,L 1,Madison Square Garden (IV),3731,https://www.sports-reference.com/cbb/boxscores/2012-11-15-purdue.html
4906,4,2012-11-16,2013,REG,Purdue,Oregon State,Pac-12,58,66,False,,1,3,L 2,,3732,https://www.sports-reference.com/cbb/boxscores/2012-11-16-oregon-state.html
4907,5,2012-11-21,2013,REG,Purdue,North Carolina-Wilmington,CAA,66,40,True,,2,3,W 1,Mackey Arena,3733,https://www.sports-reference.com/cbb/boxscores/2012-11-21-purdue.html
4908,6,2012-11-28,2013,REG,Purdue,Clemson,ACC,73,61,True,,3,3,W 2,Littlejohn Coliseum,3734,https://www.sports-reference.com/cbb/boxscores/2012-11-28-clemson.html
4909,7,2012-12-01,2013,REG,Purdue,Xavier,A-10,57,63,False,,3,4,L 1,Mackey Arena,3735,https://www.sports-reference.com/cbb/boxscores/2012-12-01-purdue.html
4910,8,2012-12-04,2013,REG,Purdue,Lamar,Southland,72,39,True,,4,4,W 1,Mackey Arena,3736,https://www.sports-reference.com/cbb/boxscores/2012-12-04-purdue.html
4911,9,2012-12-08,2013,REG,Purdue,Eastern Michigan,MAC,44,47,False,,4,5,L 1,Convocation Center,3737,https://www.sports-reference.com/cbb/boxscores/2012-12-08-eastern-michigan.html
4912,10,2012-12-15,2013,REG,Purdue,Notre Dame,Big East,68,81,False,,4,6,L 2,Purcell Pavilion at the Joyce Center,3738,https://www.sports-reference.com/cbb/boxscores/2012-12-15-notre-dame.html
4913,11,2012-12-18,2013,REG,Purdue,Ball State,MAC,66,56,True,,5,6,W 1,Mackey Arena,3739,https://www.sports-reference.com/cbb/boxscores/2012-12-18-purdue.html
4914,12,2012-12-29,2013,REG,Purdue,William & Mary,CAA,73,66,True,,6,6,W 2,Mackey Arena,3740,https://www.sports-reference.com/cbb/boxscores/2012-12-29-purdue.html
4915,13,2013-01-02,2013,REG,Purdue,Illinois,Big Ten,68,61,True,,7,6,W 3,Mackey Arena,2575,https://www.sports-reference.com/cbb/boxscores/2013-01-02-purdue.html
4916,14,2013-01-05,2013,REG,Purdue,Michigan State,Big Ten,61,84,False,,7,7,L 1,Breslin Events Center,1283,https://www.sports-reference.com/cbb/boxscores/2013-01-05-michigan-state.html
4917,15,2013-01-08,2013,REG,Purdue,Ohio State,Big Ten,64,74,False,,7,8,L 2,Mackey Arena,1645,https://www.sports-reference.com/cbb/boxscores/2013-01-08-purdue.html
4918,16,2013-01-13,2013,REG,Purdue,Penn State,Big Ten,60,42,True,,8,8,W 1,Mackey Arena,1962,https://www.sports-reference.com/cbb/boxscores/2013-01-13-purdue.html
4919,17,2013-01-16,2013,REG,Purdue,Nebraska,Big Ten,65,56,True,,9,8,W 2,Bob Devaney Sports Center,3359,https://www.sports-reference.com/cbb/boxscores/2013-01-16-nebraska.html
4920,18,2013-01-19,2013,REG,Purdue,West Virginia,Big 12,79,52,True,,10,8,W 3,Mackey Arena,3741,https://www.sports-reference.com/cbb/boxscores/2013-01-19-purdue.html
4921,19,2013-01-24,2013,REG,Purdue,Michigan,Big Ten,53,68,False,,10,9,L 1,Crisler Arena,897,https://www.sports-reference.com/cbb/boxscores/2013-01-24-michigan.html
4922,20,2013-01-27,2013,REG,Purdue,Iowa,Big Ten,65,62,True,OT,11,9,W 1,Mackey Arena,2847,https://www.sports-reference.com/cbb/boxscores/2013-01-27-purdue.html
4923,21,2013-01-30,2013,REG,Purdue,Indiana,Big Ten,60,97,False,,11,10,L 1,Mackey Arena,119,https://www.sports-reference.com/cbb/boxscores/2013-01-30-purdue.html
4924,22,2013-02-02,2013,REG,Purdue,Northwestern,Big Ten,60,75,False,,11,11,L 2,Welsh-Ryan Arena,3559,https://www.sports-reference.com/cbb/boxscores/2013-02-02-northwestern.html
4925,23,2013-02-05,2013,REG,Purdue,Penn State,Big Ten,58,49,True,,12,11,W 1,Bryce Jordan Center,1965,https://www.sports-reference.com/cbb/boxscores/2013-02-05-penn-state.html
4926,24,2013-02-09,2013,REG,Purdue,Michigan State,Big Ten,65,78,False,,12,12,L 1,Mackey Arena,1291,https://www.sports-reference.com/cbb/boxscores/2013-02-09-purdue.html
4927,25,2013-02-13,2013,REG,Purdue,Illinois,Big Ten,59,79,False,,12,13,L 2,Assembly Hall,2582,https://www.sports-reference.com/cbb/boxscores/2013-02-13-illinois.html
4928,26,2013-02-16,2013,REG,Purdue,Indiana,Big Ten,55,83,False,,12,14,L 3,Assembly Hall,124,https://www.sports-reference.com/cbb/boxscores/2013-02-16-indiana.html
4929,27,2013-02-24,2013,REG,Purdue,Northwestern,Big Ten,74,43,True,,13,14,W 1,Mackey Arena,3561,https://www.sports-reference.com/cbb/boxscores/2013-02-24-purdue.html
4930,28,2013-02-27,2013,REG,Purdue,Iowa,Big Ten,48,58,False,,13,15,L 1,Carver-Hawkeye Arena,2853,https://www.sports-reference.com/cbb/boxscores/2013-02-27-iowa.html
4931,29,2013-03-03,2013,REG,Purdue,Wisconsin,Big Ten,69,56,True,,14,15,W 1,Kohl Center,3742,https://www.sports-reference.com/cbb/boxscores/2013-03-03-wisconsin.html
4932,30,2013-03-06,2013,REG,Purdue,Michigan,Big Ten,75,80,False,,14,16,L 1,Mackey Arena,907,https://www.sports-reference.com/cbb/boxscores/2013-03-06-purdue.html
4933,31,2013-03-09,2013,REG,Purdue,Minnesota,Big Ten,89,73,True,,15,16,W 1,Mackey Arena,3108,https://www.sports-reference.com/cbb/boxscores/2013-03-09-purdue.html
4934,32,2013-03-14,2013,CTOURN,Purdue,Nebraska,Big Ten,55,57,False,,15,17,L 1,,3362,https://www.sports-reference.com/cbb/boxscores/2013-03-14-nebraska.html
4935,33,2013-03-20,2013,CBI,Purdue,Western Illinois,Summit,81,67,True,,16,17,W 1,Mackey Arena,3743,https://www.sports-reference.com/cbb/boxscores/2013-03-20-purdue.html
4936,34,2013-03-25,2013,CBI,Purdue,Santa Clara,WCC,83,86,False,,16,18,L 1,Mackey Arena,3744,https://www.sports-reference.com/cbb/boxscores/2013-03-25-purdue.html
4937,1,2013-11-08,2014,REG,Purdue,Northern Kentucky,A-Sun,77,76,True,,1,0,W 1,Mackey Arena,3745,https://www.sports-reference.com/cbb/boxscores/2013-11-08-purdue.html
4938,2,2013-11-13,2014,REG,Purdue,Central Connecticut State,NEC,109,73,True,,2,0,W 2,Mackey Arena,3746,https://www.sports-reference.com/cbb/boxscores/2013-11-13-purdue.html
4939,3,2013-11-17,2014,REG,Purdue,Rider,MAAC,81,77,True,,3,0,W 3,Mackey Arena,3747,https://www.sports-reference.com/cbb/boxscores/2013-11-17-purdue.html
4940,4,2013-11-20,2014,REG,Purdue,Eastern Illinois,OVC,83,55,True,,4,0,W 4,Mackey Arena,3748,https://www.sports-reference.com/cbb/boxscores/2013-11-20-purdue.html
4941,5,2013-11-24,2014,REG,Purdue,Siena,MAAC,81,73,True,,5,0,W 5,Mackey Arena,3749,https://www.sports-reference.com/cbb/boxscores/2013-11-24-purdue.html
4942,6,2013-11-28,2014,REG,Purdue,Oklahoma State,Big 12,87,97,False,,5,1,L 1,The Milk House,3750,https://www.sports-reference.com/cbb/boxscores/2013-11-28-oklahoma-state.html
4943,7,2013-11-29,2014,REG,Purdue,Washington State,Pac-12,54,69,False,,5,2,L 2,The Milk House,3751,https://www.sports-reference.com/cbb/boxscores/2013-11-29-purdue.html
4944,8,2013-12-01,2014,REG,Purdue,Siena,MAAC,68,63,True,,6,2,W 1,The Milk House,3752,https://www.sports-reference.com/cbb/boxscores/2013-12-01-purdue.html
4945,9,2013-12-04,2014,REG,Purdue,Boston College,ACC,88,67,True,,7,2,W 2,Mackey Arena,3753,https://www.sports-reference.com/cbb/boxscores/2013-12-04-purdue.html
4946,10,2013-12-07,2014,REG,Purdue,Eastern Michigan,MAC,69,64,True,,8,2,W 3,Mackey Arena,3754,https://www.sports-reference.com/cbb/boxscores/2013-12-07-purdue.html
4947,11,2013-12-14,2014,REG,Purdue,Butler,Big East,70,76,False,,8,3,L 1,Conseco Fieldhouse,3755,https://www.sports-reference.com/cbb/boxscores/2013-12-14-butler.html
4948,12,2013-12-17,2014,REG,Purdue,Maryland-Eastern Shore,MEAC,79,50,True,,9,3,W 1,Mackey Arena,3756,https://www.sports-reference.com/cbb/boxscores/2013-12-17-purdue.html
4949,13,2013-12-22,2014,REG,Purdue,West Virginia,Big 12,73,70,True,,10,3,W 2,WVU Coliseum,3757,https://www.sports-reference.com/cbb/boxscores/2013-12-22-west-virginia.html
4950,14,2013-12-31,2014,REG,Purdue,Ohio State,Big Ten,69,78,False,,10,4,L 1,Mackey Arena,1673,https://www.sports-reference.com/cbb/boxscores/2013-12-31-purdue.html
4951,15,2014-01-05,2014,REG,Purdue,Minnesota,Big Ten,79,82,False,,10,5,L 2,Williams Arena,3124,https://www.sports-reference.com/cbb/boxscores/2014-01-05-minnesota.html
4952,16,2014-01-12,2014,REG,Purdue,Nebraska,Big Ten,70,64,True,,11,5,W 1,Mackey Arena,3375,https://www.sports-reference.com/cbb/boxscores/2014-01-12-purdue.html
4953,17,2014-01-15,2014,REG,Purdue,Illinois,Big Ten,66,58,True,,12,5,W 2,Assembly Hall,2604,https://www.sports-reference.com/cbb/boxscores/2014-01-15-illinois.html
4954,18,2014-01-18,2014,REG,Purdue,Penn State,Big Ten,65,64,True,,13,5,W 3,Mackey Arena,1987,https://www.sports-reference.com/cbb/boxscores/2014-01-18-purdue.html
4955,19,2014-01-21,2014,REG,Purdue,Northwestern,Big Ten,60,63,False,2OT,13,6,L 1,Welsh-Ryan Arena,3576,https://www.sports-reference.com/cbb/boxscores/2014-01-21-northwestern.html
4956,20,2014-01-25,2014,REG,Purdue,Wisconsin,Big Ten,58,72,False,,13,7,L 2,Mackey Arena,3758,https://www.sports-reference.com/cbb/boxscores/2014-01-25-purdue.html
4957,21,2014-01-30,2014,REG,Purdue,Michigan,Big Ten,66,75,False,,13,8,L 3,Crisler Arena,935,https://www.sports-reference.com/cbb/boxscores/2014-01-30-michigan.html
4958,22,2014-02-02,2014,REG,Purdue,Penn State,Big Ten,68,79,False,,13,9,L 4,Bryce Jordan Center,1989,https://www.sports-reference.com/cbb/boxscores/2014-02-02-penn-state.html
4959,23,2014-02-05,2014,REG,Purdue,Minnesota,Big Ten,77,74,True,3OT,14,9,W 1,Mackey Arena,3128,https://www.sports-reference.com/cbb/boxscores/2014-02-05-purdue.html
4960,24,2014-02-08,2014,REG,Purdue,Ohio State,Big Ten,49,67,False,,14,10,L 1,Value City Arena,1682,https://www.sports-reference.com/cbb/boxscores/2014-02-08-ohio-state.html
4961,25,2014-02-15,2014,REG,Purdue,Indiana,Big Ten,82,64,True,,15,10,W 1,Mackey Arena,159,https://www.sports-reference.com/cbb/boxscores/2014-02-15-purdue.html
4962,26,2014-02-20,2014,REG,Purdue,Michigan State,Big Ten,79,94,False,,15,11,L 1,Mackey Arena,1324,https://www.sports-reference.com/cbb/boxscores/2014-02-20-purdue.html
4963,27,2014-02-23,2014,REG,Purdue,Nebraska,Big Ten,57,76,False,,15,12,L 2,Pinnacle Bank Arena,3377,https://www.sports-reference.com/cbb/boxscores/2014-02-23-nebraska.html
4964,28,2014-02-26,2014,REG,Purdue,Michigan,Big Ten,76,77,False,OT,15,13,L 3,Mackey Arena,941,https://www.sports-reference.com/cbb/boxscores/2014-02-26-purdue.html
4965,29,2014-03-02,2014,REG,Purdue,Iowa,Big Ten,76,83,False,,15,14,L 4,Carver-Hawkeye Arena,2880,https://www.sports-reference.com/cbb/boxscores/2014-03-02-iowa.html
4966,30,2014-03-05,2014,REG,Purdue,Wisconsin,Big Ten,70,76,False,,15,15,L 5,Kohl Center,3759,https://www.sports-reference.com/cbb/boxscores/2014-03-05-wisconsin.html
4967,31,2014-03-09,2014,REG,Purdue,Northwestern,Big Ten,65,74,False,,15,16,L 6,Mackey Arena,3578,https://www.sports-reference.com/cbb/boxscores/2014-03-09-purdue.html
4968,32,2014-03-13,2014,CTOURN,Purdue,Ohio State,Big Ten,61,63,False,,15,17,L 7,,1687,https://www.sports-reference.com/cbb/boxscores/2014-03-13-ohio-state.html
4969,1,2014-11-14,2015,REG,Purdue,Samford,Southern,80,40,True,,1,0,W 1,Mackey Arena,3760,https://www.sports-reference.com/cbb/boxscores/2014-11-14-purdue.html
4970,2,2014-11-16,2015,REG,Purdue,IUPUI,Summit,77,57,True,,2,0,W 2,Mackey Arena,3761,https://www.sports-reference.com/cbb/boxscores/2014-11-16-purdue.html
4971,3,2014-11-20,2015,REG,Purdue,Grambling,SWAC,82,30,True,,3,0,W 3,Mackey Arena,3762,https://www.sports-reference.com/cbb/boxscores/2014-11-20-purdue.html
4972,4,2014-11-24,2015,REG,Purdue,Kansas State,Big 12,79,88,False,,3,1,L 1,Lahaina Civic Center,3763,https://www.sports-reference.com/cbb/boxscores/2014-11-24-kansas-state.html
4973,5,2014-11-25,2015,REG,Purdue,Missouri,SEC,82,61,True,,4,1,W 1,Lahaina Civic Center,3764,https://www.sports-reference.com/cbb/boxscores/2014-11-25-missouri.html
4974,6,2014-11-26,2015,REG,Purdue,Brigham Young,WCC,87,85,True,OT,5,1,W 2,Lahaina Civic Center,3765,https://www.sports-reference.com/cbb/boxscores/2014-11-26-brigham-young.html
4975,7,2014-12-02,2015,REG,Purdue,North Carolina State,ACC,66,61,True,,6,1,W 3,Mackey Arena,3766,https://www.sports-reference.com/cbb/boxscores/2014-12-02-purdue.html
4976,8,2014-12-06,2015,REG,Purdue,North Florida,A-Sun,70,73,False,,6,2,L 1,Mackey Arena,3767,https://www.sports-reference.com/cbb/boxscores/2014-12-06-purdue.html
4977,9,2014-12-08,2015,REG,Purdue,Purdue-Fort Wayne,Summit,63,43,True,,7,2,W 1,Mackey Arena,3768,https://www.sports-reference.com/cbb/boxscores/2014-12-08-purdue.html
4978,10,2014-12-10,2015,REG,Purdue,Arkansas State,Sun Belt,87,46,True,,8,2,W 2,Mackey Arena,3769,https://www.sports-reference.com/cbb/boxscores/2014-12-10-purdue.html
4979,11,2014-12-13,2015,REG,Purdue,Vanderbilt,SEC,71,81,False,,8,3,L 1,Memorial Gymnasium,3770,https://www.sports-reference.com/cbb/boxscores/2014-12-13-vanderbilt.html
4980,12,2014-12-20,2015,REG,Purdue,Notre Dame,ACC,63,94,False,,8,4,L 2,Bankers Life Fieldhouse,3771,https://www.sports-reference.com/cbb/boxscores/2014-12-20-notre-dame.html
4981,13,2014-12-22,2015,REG,Purdue,Gardner-Webb,Big South,84,89,False,,8,5,L 3,Mackey Arena,3772,https://www.sports-reference.com/cbb/boxscores/2014-12-22-purdue.html
4982,14,2014-12-31,2015,REG,Purdue,Minnesota,Big Ten,72,68,True,,9,5,W 1,Mackey Arena,3150,https://www.sports-reference.com/cbb/boxscores/2014-12-31-purdue.html
4983,15,2015-01-03,2015,REG,Purdue,Michigan,Big Ten,64,51,True,,10,5,W 2,Mackey Arena,964,https://www.sports-reference.com/cbb/boxscores/2015-01-03-purdue.html
4984,16,2015-01-07,2015,REG,Purdue,Wisconsin,Big Ten,55,62,False,,10,6,L 1,Kohl Center,3773,https://www.sports-reference.com/cbb/boxscores/2015-01-07-wisconsin.html
4985,17,2015-01-10,2015,REG,Purdue,Maryland,Big Ten,60,69,False,,10,7,L 2,Mackey Arena,578,https://www.sports-reference.com/cbb/boxscores/2015-01-10-purdue.html
4986,18,2015-01-17,2015,REG,Purdue,Penn State,Big Ten,84,77,True,OT,11,7,W 1,Bryce Jordan Center,2014,https://www.sports-reference.com/cbb/boxscores/2015-01-17-penn-state.html
4987,19,2015-01-21,2015,REG,Purdue,Illinois,Big Ten,57,66,False,,11,8,L 1,State Farm Center,2628,https://www.sports-reference.com/cbb/boxscores/2015-01-21-illinois.html
4988,20,2015-01-24,2015,REG,Purdue,Iowa,Big Ten,67,63,True,,12,8,W 1,Mackey Arena,2899,https://www.sports-reference.com/cbb/boxscores/2015-01-24-purdue.html
4989,21,2015-01-28,2015,REG,Purdue,Indiana,Big Ten,83,67,True,,13,8,W 2,Mackey Arena,187,https://www.sports-reference.com/cbb/boxscores/2015-01-28-purdue.html
4990,22,2015-01-31,2015,REG,Purdue,Northwestern,Big Ten,68,60,True,,14,8,W 3,Welsh-Ryan Arena,3593,https://www.sports-reference.com/cbb/boxscores/2015-01-31-northwestern.html
4991,23,2015-02-04,2015,REG,Purdue,Ohio State,Big Ten,60,58,True,,15,8,W 4,Mackey Arena,1708,https://www.sports-reference.com/cbb/boxscores/2015-02-04-purdue.html
4992,24,2015-02-07,2015,REG,Purdue,Minnesota,Big Ten,58,62,False,,15,9,L 1,Williams Arena,3153,https://www.sports-reference.com/cbb/boxscores/2015-02-07-minnesota.html
4993,25,2015-02-12,2015,REG,Purdue,Rutgers,Big Ten,61,51,True,,16,9,W 1,Louis Brown Athletic Center,2351,https://www.sports-reference.com/cbb/boxscores/2015-02-12-rutgers.html
4994,26,2015-02-15,2015,REG,Purdue,Nebraska,Big Ten,66,54,True,,17,9,W 2,Mackey Arena,3396,https://www.sports-reference.com/cbb/boxscores/2015-02-15-purdue.html
4995,27,2015-02-19,2015,REG,Purdue,Indiana,Big Ten,67,63,True,,18,9,W 3,Assembly Hall,193,https://www.sports-reference.com/cbb/boxscores/2015-02-19-indiana.html
4996,28,2015-02-26,2015,REG,Purdue,Rutgers,Big Ten,92,85,True,,19,9,W 4,Mackey Arena,2353,https://www.sports-reference.com/cbb/boxscores/2015-02-26-purdue.html
4997,29,2015-03-01,2015,REG,Purdue,Ohio State,Big Ten,61,65,False,,19,10,L 1,Value City Arena,1712,https://www.sports-reference.com/cbb/boxscores/2015-03-01-ohio-state.html
4998,30,2015-03-04,2015,REG,Purdue,Michigan State,Big Ten,66,72,False,,19,11,L 2,Breslin Events Center,1358,https://www.sports-reference.com/cbb/boxscores/2015-03-04-michigan-state.html
4999,31,2015-03-07,2015,REG,Purdue,Illinois,Big Ten,63,58,True,,20,11,W 1,Mackey Arena,2634,https://www.sports-reference.com/cbb/boxscores/2015-03-07-purdue.html
5000,32,2015-03-13,2015,CTOURN,Purdue,Penn State,Big Ten,64,59,True,,21,11,W 2,United Center,2025,https://www.sports-reference.com/cbb/boxscores/2015-03-13-penn-state.html
5001,33,2015-03-14,2015,CTOURN,Purdue,Wisconsin,Big Ten,51,71,False,,21,12,L 1,United Center,3774,https://www.sports-reference.com/cbb/boxscores/2015-03-14-purdue.html
5002,34,2015-03-19,2015,NCAA,Purdue,Cincinnati,AAC,65,66,False,OT,21,13,L 2,KFC Yum! Center,3775,https://www.sports-reference.com/cbb/boxscores/2015-03-19-cincinnati.html
5003,1,2015-11-13,2016,REG,Purdue,North Carolina A&T,MEAC,81,40,True,,1,0,W 1,Mackey Arena,3776,https://www.sports-reference.com/cbb/boxscores/2015-11-13-purdue.html
5004,2,2015-11-15,2016,REG,Purdue,Vermont,AEC,107,79,True,,2,0,W 2,Mackey Arena,3777,https://www.sports-reference.com/cbb/boxscores/2015-11-15-purdue.html
5005,3,2015-11-18,2016,REG,Purdue,Incarnate Word,Southland,96,61,True,,3,0,W 3,Mackey Arena,3778,https://www.sports-reference.com/cbb/boxscores/2015-11-18-purdue.html
5006,4,2015-11-21,2016,REG,Purdue,Old Dominion,CUSA,61,39,True,,4,0,W 4,Mohegan Sun Arena,3779,https://www.sports-reference.com/cbb/boxscores/2015-11-21-purdue.html
5007,5,2015-11-22,2016,REG,Purdue,Florida,SEC,85,70,True,,5,0,W 5,Mohegan Sun Arena,3780,https://www.sports-reference.com/cbb/boxscores/2015-11-22-purdue.html
5008,6,2015-11-28,2016,REG,Purdue,Lehigh,Patriot,77,55,True,,6,0,W 6,Mackey Arena,3781,https://www.sports-reference.com/cbb/boxscores/2015-11-28-purdue.html
5009,7,2015-12-01,2016,REG,Purdue,Pittsburgh,ACC,72,59,True,,7,0,W 7,Petersen Events Center,3782,https://www.sports-reference.com/cbb/boxscores/2015-12-01-pittsburgh.html
5010,8,2015-12-05,2016,REG,Purdue,New Mexico,MWC,70,58,True,,8,0,W 8,Mackey Arena,3783,https://www.sports-reference.com/cbb/boxscores/2015-12-05-purdue.html
5011,9,2015-12-07,2016,REG,Purdue,IUPUI,Summit,80,53,True,,9,0,W 9,Mackey Arena,3784,https://www.sports-reference.com/cbb/boxscores/2015-12-07-purdue.html
5012,10,2015-12-09,2016,REG,Purdue,Howard,MEAC,93,55,True,,10,0,W 10,Mackey Arena,3785,https://www.sports-reference.com/cbb/boxscores/2015-12-09-purdue.html
5013,11,2015-12-12,2016,REG,Purdue,Youngstown State,Horizon,95,64,True,,11,0,W 11,Mackey Arena,3786,https://www.sports-reference.com/cbb/boxscores/2015-12-12-purdue.html
5014,12,2015-12-19,2016,REG,Purdue,Butler,Big East,68,74,False,,11,1,L 1,Bankers Life Fieldhouse,3787,https://www.sports-reference.com/cbb/boxscores/2015-12-19-purdue.html
5015,13,2015-12-22,2016,REG,Purdue,Vanderbilt,SEC,68,55,True,,12,1,W 1,Mackey Arena,3788,https://www.sports-reference.com/cbb/boxscores/2015-12-22-purdue.html
5016,14,2015-12-29,2016,REG,Purdue,Wisconsin,Big Ten,61,55,True,,13,1,W 2,Kohl Center,3789,https://www.sports-reference.com/cbb/boxscores/2015-12-29-wisconsin.html
5017,15,2016-01-02,2016,REG,Purdue,Iowa,Big Ten,63,70,False,,13,2,L 1,Mackey Arena,2919,https://www.sports-reference.com/cbb/boxscores/2016-01-02-purdue.html
5018,16,2016-01-07,2016,REG,Purdue,Michigan,Big Ten,87,70,True,,14,2,W 1,Mackey Arena,996,https://www.sports-reference.com/cbb/boxscores/2016-01-07-purdue.html
5019,17,2016-01-10,2016,REG,Purdue,Illinois,Big Ten,70,84,False,,14,3,L 1,State Farm Center,2649,https://www.sports-reference.com/cbb/boxscores/2016-01-10-illinois.html
5020,18,2016-01-13,2016,REG,Purdue,Penn State,Big Ten,74,57,True,,15,3,W 1,Mackey Arena,2040,https://www.sports-reference.com/cbb/boxscores/2016-01-13-purdue.html
5021,19,2016-01-18,2016,REG,Purdue,Rutgers,Big Ten,107,57,True,,16,3,W 2,Louis Brown Athletic Center,2370,https://www.sports-reference.com/cbb/boxscores/2016-01-18-rutgers.html
5022,20,2016-01-21,2016,REG,Purdue,Ohio State,Big Ten,75,64,True,,17,3,W 3,Mackey Arena,1735,https://www.sports-reference.com/cbb/boxscores/2016-01-21-purdue.html
5023,21,2016-01-24,2016,REG,Purdue,Iowa,Big Ten,71,83,False,,17,4,L 1,Carver-Hawkeye Arena,2921,https://www.sports-reference.com/cbb/boxscores/2016-01-24-iowa.html
5024,22,2016-01-27,2016,REG,Purdue,Minnesota,Big Ten,68,64,True,,18,4,W 1,Williams Arena,3171,https://www.sports-reference.com/cbb/boxscores/2016-01-27-minnesota.html
5025,23,2016-01-30,2016,REG,Purdue,Nebraska,Big Ten,89,74,True,,19,4,W 2,Mackey Arena,3411,https://www.sports-reference.com/cbb/boxscores/2016-01-30-purdue.html
5026,24,2016-02-06,2016,REG,Purdue,Maryland,Big Ten,61,72,False,,19,5,L 1,Xfinity Center,617,https://www.sports-reference.com/cbb/boxscores/2016-02-06-maryland.html
5027,25,2016-02-09,2016,REG,Purdue,Michigan State,Big Ten,82,81,True,OT,20,5,W 1,Mackey Arena,1388,https://www.sports-reference.com/cbb/boxscores/2016-02-09-purdue.html
5028,26,2016-02-13,2016,REG,Purdue,Michigan,Big Ten,56,61,False,,20,6,L 1,Crisler Arena,1004,https://www.sports-reference.com/cbb/boxscores/2016-02-13-michigan.html
5029,27,2016-02-16,2016,REG,Purdue,Northwestern,Big Ten,71,61,True,,21,6,W 1,Mackey Arena,3609,https://www.sports-reference.com/cbb/boxscores/2016-02-16-purdue.html
5030,28,2016-02-20,2016,REG,Purdue,Indiana,Big Ten,73,77,False,,21,7,L 1,Assembly Hall,228,https://www.sports-reference.com/cbb/boxscores/2016-02-20-indiana.html
5031,29,2016-02-27,2016,REG,Purdue,Maryland,Big Ten,83,79,True,,22,7,W 1,Mackey Arena,622,https://www.sports-reference.com/cbb/boxscores/2016-02-27-purdue.html
5032,30,2016-03-01,2016,REG,Purdue,Nebraska,Big Ten,81,62,True,,23,7,W 2,Pinnacle Bank Arena,3413,https://www.sports-reference.com/cbb/boxscores/2016-03-01-nebraska.html
5033,31,2016-03-06,2016,REG,Purdue,Wisconsin,Big Ten,91,80,True,,24,7,W 3,Mackey Arena,3790,https://www.sports-reference.com/cbb/boxscores/2016-03-06-purdue.html
5034,32,2016-03-11,2016,CTOURN,Purdue,Illinois,Big Ten,89,58,True,,25,7,W 4,Bankers Life Fieldhouse,2659,https://www.sports-reference.com/cbb/boxscores/2016-03-11-purdue.html
5035,33,2016-03-12,2016,CTOURN,Purdue,Michigan,Big Ten,76,59,True,,26,7,W 5,Bankers Life Fieldhouse,1010,https://www.sports-reference.com/cbb/boxscores/2016-03-12-purdue.html
5036,34,2016-03-13,2016,CTOURN,Purdue,Michigan State,Big Ten,62,66,False,,26,8,L 1,Bankers Life Fieldhouse,1395,https://www.sports-reference.com/cbb/boxscores/2016-03-13-michigan-state.html
5037,35,2016-03-17,2016,NCAA,Purdue,Little Rock,Sun Belt,83,85,False,2OT,26,9,L 2,,3791,https://www.sports-reference.com/cbb/boxscores/2016-03-17-purdue.html
